轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,SELL,-0.189725,21:07:23.337542094,no,-,-,-,-,0.909091,1.100000,0.554338,2,1,331,3269,1.250000,0.000000,4500,no
2,SELL,-0.283775,21:07:23.337542094,no,-,-,-,-,0.826446,1.210000,0.554338,2,1,336,3264,1.250000,0.000000,4500,no
3,SELL,-0.333626,21:07:23.337542094,no,-,-,-,-,0.751315,1.331000,0.554338,2,1,341,3259,1.250000,0.000000,4500,no
4,SELL,-0.190153,21:07:23.337542094,no,-,-,-,-,0.683013,1.464100,0.554338,2,1,345,3255,1.250000,0.000000,4500,no
5,SELL,-0.398346,21:07:23.337542094,yes,8.030000,bid1,100,00:00:00.000043692,0.620921,1.610510,0.554338,2,1,350,3250,1.250000,0.285700,4400,no
6,SELL,-0.353726,21:07:23.337542094,yes,8.030000,bid1,100,00:00:00.000038154,0.564474,1.771561,0.554338,2,1,356,3244,1.250000,0.561700,4300,no
7,SELL,-0.241096,21:07:23.337542094,no,-,-,-,-,0.513158,1.948717,0.554338,2,1,360,3240,1.250000,0.555500,4300,no
8,SELL,-0.042660,21:07:23.337542094,no,-,-,-,-,0.466507,2.143589,0.554338,2,1,364,3236,1.250000,0.549400,4300,no
9,SELL,0.126700,21:07:23.337542094,no,-,-,-,-,0.424098,2.357948,0.554338,2,1,369,3231,1.250000,0.542000,4300,no
10,SELL,0.087188,21:07:23.337542094,no,-,-,-,-,0.385543,2.593742,0.554338,2,1,374,3226,1.250000,0.534700,4300,no
11,SELL,0.071749,21:07:23.337542094,no,-,-,-,-,0.350494,2.853117,0.554338,2,1,378,3222,1.250000,0.529100,4300,no
12,SELL,-0.066769,21:07:23.337542094,no,-,-,-,-,0.318631,3.138428,0.554338,2,1,383,3217,1.250000,0.522100,4300,no
13,SELL,-0.133023,21:07:23.337542094,no,-,-,-,-,0.289664,3.452271,0.554338,2,1,390,3210,1.250000,0.512800,4300,no
14,SELL,0.479545,21:07:23.337542094,no,-,-,-,-,0.263331,3.797498,0.554338,2,1,395,3205,1.250000,0.506300,4300,no
15,SELL,-0.049647,21:07:23.337542094,no,-,-,-,-,0.239392,4.177248,0.554338,2,1,399,3201,1.250000,0.501200,4300,no
16,SELL,0.082054,21:07:23.337542094,no,-,-,-,-,0.217629,4.594973,0.554338,2,1,405,3195,1.250000,0.493800,4300,no
17,SELL,0.293627,21:07:23.337542094,no,-,-,-,-,0.197845,5.054470,0.554338,2,1,410,3190,1.250000,0.487800,4300,no
18,SELL,0.470872,21:07:23.337542094,no,-,-,-,-,0.179859,5.559917,0.554338,2,1,412,3188,1.250000,0.485400,4300,no
19,SELL,0.419271,21:07:23.337542094,no,-,-,-,-,0.163508,6.115909,0.554338,2,1,417,3183,1.250000,0.479600,4300,no
20,SELL,0.180753,21:07:23.337542094,no,-,-,-,-,0.148644,6.727500,0.554338,2,1,421,3179,1.250000,0.475000,4300,no
21,SELL,0.361448,21:07:23.337542094,no,-,-,-,-,0.135131,7.400250,0.554338,2,1,426,3174,1.250000,0.469400,4300,no
22,SELL,0.209559,21:07:23.337542094,no,-,-,-,-,0.122846,8.140275,0.554338,2,1,430,3170,1.250000,0.465100,4300,no
23,SELL,-0.003461,21:07:23.337542094,no,-,-,-,-,0.111678,8.954302,0.554338,2,1,436,3164,1.250000,0.458700,4300,no
24,SELL,0.053347,21:07:23.337542094,no,-,-,-,-,0.101526,9.849733,0.554338,2,1,441,3159,1.250000,0.453500,4300,no
25,SELL,-0.020170,21:07:23.337542094,no,-,-,-,-,0.100000,10.000000,0.554338,2,1,444,3156,1.250000,0.450400,4300,no
26,SELL,-0.215449,21:07:23.337542094,yes,8.030000,bid1,1000,00:00:00.000035364,0.100000,10.000000,0.554338,2,1,449,3151,1.250000,2.672600,3300,no
27,SELL,-0.178721,21:07:23.337542094,yes,8.030000,bid1,900,00:00:00.000038397,0.110000,9.090909,0.554338,2,1,455,3145,1.250000,4.615300,2400,no
28,SELL,-0.044297,21:07:23.337542094,no,-,-,-,-,0.121000,8.264463,0.554338,2,1,459,3141,1.250000,4.575100,2400,no
29,SELL,-0.229880,21:07:23.337542094,yes,8.030000,bid1,700,00:00:00.000055662,0.133100,7.513148,0.554338,2,1,465,3135,1.250000,6.021500,1700,no
30,SELL,-0.356761,21:07:23.337542094,yes,8.030000,bid1,600,00:00:00.000037825,0.146410,6.830135,0.554338,2,1,468,3132,1.250000,7.264900,1100,no
31,SELL,-0.369942,21:07:23.337542094,yes,8.030000,bid1,600,00:00:00.000048460,0.161051,6.209213,0.554338,2,1,473,3127,1.250000,8.456600,500,no
32,SELL,-0.218296,21:07:23.337542094,yes,8.030000,bid1,500,00:00:00.000036788,0.177156,5.644739,0.554338,2,1,478,3122,1.250000,9.414200,0,no
